code,name,county,city,full_address,long,lat,district,name_y,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
250306,Ben D Quinn Elementary,Craven,New Bern,"4275 M L King Jr Boulevard, New Bern, NC 28562",-77.128472,35.0918956,Craven County Schools,Ben D Quinn Elementary,54.1,C,60.7,2
410544,Ben L. Smith High School,Guilford,Greensboro,"2407 South Holden Road, Greensboro, NC 27407",-79.847112,36.034726,Guilford County Schools,Ben L. Smith High School,58.6,D,27.7,4
430312,Benhaven Elementary,Harnett,Sanford,"2815 Olivia Road, Sanford, NC 27332",-79.094453,35.359541,Harnett County Schools,Benhaven Elementary,42.2,B,70,2
260414,Benjamin J Martin Elementary,Cumberland,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303",-79.0094964,35.0929339,Cumberland County Schools,Benjamin J Martin Elementary,68.8,D,47.7,3
190304,Bennett School,Chatham,Bennett,"61 Randolph Street, Bennett, NC 27208",-79.5457235,35.5625274,Chatham County Schools,Bennett School,40.7,B,71.8,2
510308,Benson Elementary,Johnston,Benson,"2040 Hwy 50 N, Benson, NC 27504",-78.5550559,35.400258,Johnston County Schools,Benson Elementary,67.7,D,37.1,4
510310,Benson Middle,Johnston,Benson,"1600 N Wall Street, Benson, NC 27504",-78.532152,35.389153,Johnston County Schools,Benson Middle,63.2,D,39.5,4
900304,Benton Heights Elementary,Union,Monroe,"1200 Concord Ave, Monroe, NC 28110",-80.5535799,34.9935991,Union County Public Schools,Benton Heights Elementary,47.4,C,47.2,3
640308,Benvenue Elementary,Nash,Rocky Mount,"2700 Nicodemus Mile Road, Rocky Mount, NC 27804",-77.8378954,35.9750391,Nash-Rocky Mount Schools,Benvenue Elementary,51.4,D,37.5,4
600369,Berewick Elementary,Mecklenburg,Charlotte,"5910 Dixie River Rd, Charlotte, NC 28278",-80.9795023,35.1731827,Charlotte-Mecklenburg Schools,Berewick Elementary,47.3,C,60.4,2
600319,Berryhill School,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278",-80.990504,35.213002,Charlotte-Mecklenburg Schools,Berryhill School,40.7,C,51.2,3
080LEA,Bertie County Schools,Bertie,Windsor,"715 US Highway 13 North, Windsor, NC 27983",-76.9710287,36.0502042,aanomatch,aanomatch,,,,
80311,Bertie Early College High,Bertie,Windsor,"819 Governors Road, Windsor, NC 27983",-77.0134803,36.0343083,Bertie County Schools,Bertie Early College High,31.4,A,85.2,1
80312,Bertie High,Bertie,Windsor,"716 US Hwy 13 North, Windsor, NC 27983",-78.0609004,35.3202529,Bertie County Schools,Bertie High,56.7,D,26.2,4
80314,Bertie Middle,Bertie,Windsor,"652 US Hwy 13 North, Windsor, NC 27983",-76.9645761,36.0476907,Bertie County Schools,Bertie Middle,58.2,D,45,3
360332,Bessemer City Central Elem,Gaston,Bessemer City,"1400 Puett's Chapel Road, Bessemer City, NC 28016",-81.2753965,35.3025408,Gaston County Schools,Bessemer City Central Elem,60.2,D,33.1,4
360336,Bessemer City High,Gaston,Bessemer City,"119 Yellow Jacket Lane, Bessemer City, NC 28016",-81.2807176,35.2979309,Gaston County Schools,Bessemer City High,63.6,D,26.8,4
360436,Bessemer City Middle,Gaston,Bessemer City,"525 Ed Wilson Road, Bessemer City, NC 28016",-81.29983,35.272019,Gaston County Schools,Bessemer City Middle,51.2,C,43.9,3
360338,Bessemer City Primary,Gaston,Bessemer City,"1320 North 12th Street, Bessemer City, NC 28016",-81.275058,35.300151,aanomatch,aanomatch,,,,
410328,Bessemer Elementary,Guilford,Greensboro,"918 Huffine Mill Road, Greensboro, NC 27405",-79.736291,36.0895579,Guilford County Schools,Bessemer Elementary,81.3,D,34.2,4
79A000,Bethany Community School,Rockingham,Summerfield,"1288 Hudson Rd, Summerfield, NC 27358",-79.8677733,36.2620483,Charter Schools,Bethany Community School,16.6,C,61.2,2
790302,Bethany Elementary,Rockingham,Reidsville,"271 Bethany Rd, Reidsville, NC 27320",-79.8596955,36.3130465,Rockingham County Schools,Bethany Elementary,36,B,75.6,2
740320,"Bethel Elementary, Bethel",Pitt,Bethel,"152 E. Washington Street, Bethel, NC 27812",-77.370229,35.806211,Pitt County Schools,Bethel Elementary,71.9,C,51.9,3
440314,"Bethel Elementary, Canton",Haywood,Canton,"4700 Old River Road, Canton, NC 28716",-82.8878669,35.4855886,Haywood County Schools,Bethel Elementary,51.8,B,73,2
130308,"Bethel Elementary, Midland",Cabarrus,Midland,"2425 Midland Road, Midland, NC 28107",-80.533242,35.241953,Cabarrus County Schools,Bethel Elementary,43.4,C,60.9,2
950308,"Bethel Elementary, Sugar Grove",Watauga,Sugar Grove,"138 Bethel School Rd, Sugar Grove, NC 28679",-81.848156,36.29486,Watauga County Schools,Bethel Elementary,54.2,C,59.3,3
73A000,Bethel Hill Charter,Person,Roxboro,"401 Bethel Hill School Road, Roxboro, NC 27574",-78.9175594,36.5047579,Charter Schools,Bethel Hill Charter,44,B,68.9,2
440318,Bethel Middle,Haywood,Waynesville,"630 Sonoma Road, Waynesville, NC 28786",-82.895488,35.472304,Haywood County Schools,Bethel Middle,51.7,B,68.8,2
320304,Bethesda Elementary,Durham,Durham,"2009 S Miami Boulevard, Durham, NC 27703",-78.8378281,35.9401449,Durham Public Schools,Bethesda Elementary,56.3,D,39.8,4
20304,Bethlehem Elementary,Alexander,Taylorsville,"7900 NC Hwy 127, Taylorsville, NC 28681",-81.3122655,35.8365179,Alexander County Schools,Bethlehem Elementary,30.9,B,65.5,2
230304,Bethware Elementary,Cleveland,Kings Mountain,"115 Bethware Drive, Kings Mountain, NC 28086",-81.414191,35.248195,Cleveland County Schools,Bethware Elementary,45.4,C,64.4,2
310308,Beulaville Elementary,Duplin,Beulaville,"138 Lyman Road, Beulaville, NC 28518",-77.764042,34.919506,Duplin County Schools,Beulaville Elementary,59.8,C,53.3,3
130309,Beverly Hills Elementary,Cabarrus,Concord,"87 Palaside Drive NE, Concord, NC 28025",-80.5967828,35.4319078,Cabarrus County Schools,Beverly Hills Elementary,31.2,C,59.7,3
600322,Beverly Woods Elementary,Mecklenburg,Charlotte,"6001 Quail Hollow Rd, Charlotte, NC 28210",-80.83718,35.131326,Charlotte-Mecklenburg Schools,Beverly Woods Elementary,12.9,B,80.3,1
260367,Bill Hefner Elementary,Cumberland,Fayetteville,"7059 Calamar Drive, Fayetteville, NC 28314",-79.0451721,35.0684905,Cumberland County Schools,Bill Hefner Elementary,62,C,46.5,3
600335,Billingsville Elementary,Mecklenburg,Charlotte,"124 Skyland Ave, Charlotte, NC 28205",-80.8100428,35.1968477,aanomatch,aanomatch,,,,
110318,Black Mountain Elementary,Buncombe,Black Mountain,"100 Flat Creek Road, Black Mountain, NC 28711",-82.3142408,35.6219536,Buncombe County Schools,Black Mountain Elementary,54.9,C,61.8,2
110320,Black Mountain Primary,Buncombe,Black Mountain,"301 East State Street, Black Mountain, NC 28711",-82.3178576,35.6205827,Buncombe County Schools,Black Mountain Primary,49.9,C,62.8,2
180316,Blackburn Elementary,Catawba,Newton,"4377 W NC 10 Hwy, Newton, NC 28658",-81.3314324,35.6150057,Catawba County Schools,Blackburn Elementary,50.4,C,62.8,2
90376,Bladen Early College,Bladen,,,,,Bladen County Schools,Bladen Early College,74.5,C,54.5,3
90318,Bladen Lakes Primary,Bladen,Elizabethtown,"9554 Johnsontown Road, Elizabethtown, NC 28337",-78.595286,34.711064,Bladen County Schools,Bladen Lakes Primary,83.5,D,47.3,3
90315,Bladenboro Middle,Bladen,Bladenboro,"910 South Main Street, Bladenboro, NC 28320",-78.797447,34.53049,Bladen County Schools,Bladenboro Middle,74.4,C,50.5,3
90317,Bladenboro Primary,Bladen,Bladenboro,"312 Old Whiteville Road, Bladenboro, NC 28320",-78.9856646,34.6114165,Bladen County Schools,Bladenboro Primary,83.9,C,56.3,3
950312,Blowing Rock Elementary,Watauga,Blowing Rock,"165 Morris Street, Blowing Rock, NC 28605",-81.6772993,36.1317042,Watauga County Schools,Blowing Rock Elementary,19.8,B,83.5,1
670308,Blue Creek Elementary,Onslow,Jacksonville,"1260 Burgaw Hwy, Jacksonville, NC 28540",-77.4779123,34.7533537,Onslow County Schools,Blue Creek Elementary,62.1,D,44.4,3
60334,Blue Ridge Academy,Avery,Newland,"76 Old Montezuma Rd, Newland, NC 28657",-81.9163373,36.0678483,aanomatch,aanomatch,,,,
500302,Blue Ridge Early College,Jackson,Cashiers,"95 Bobcat Dr, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Blue Ridge Early College,25.8,D,51.4,3
50310,Blue Ridge Elementary,Ashe,Warrensville,"5778 NC Hwy 88 W, Warrensville, NC 28693",-81.531441,36.4618417,Ashe County Schools,Blue Ridge Elementary,60.1,B,71.9,2
500316,Blue Ridge School,Jackson,Cashiers,"95 Bobcat Drive, Cashiers, NC 28717",-83.1202056,35.1284311,Jackson County Schools,Blue Ridge School,42,D,49,3
410331,Bluford Elementary,Guilford,Greensboro,"1901 Tuscaloosa Street, Greensboro, NC 27401",-79.7646078,36.0577655,Guilford County Schools,Bluford Elementary,74.3,D,30.8,4
600442,Blythe Elementary,Mecklenburg,Huntersville,"12202 Hambright Rd, Huntersville, NC 28078",-80.8353569,35.3764404,Charlotte-Mecklenburg Schools,Blythe Elementary,49.9,C,61,2
160306,Bogue Sound Elementary,Carteret,Newport,"3323 Highway 24, Newport, NC 28570",-76.9520127,34.7206075,Carteret County Public Schools,Bogue Sound Elementary,60.6,B,69.3,2
230308,Boiling Springs Elementary,Cleveland,Shelby,"1522 Patrick Avenue, Shelby, NC 28152",-81.654448,35.2396057,Cleveland County Schools,Boiling Springs Elementary,55.8,B,69.8,2
100304,Bolivia Elementary,Brunswick,Bolivia,"4036 Business Hwy 17-E, Bolivia, NC 28422",-78.1446849,34.070355,Brunswick County Schools,Bolivia Elementary,71.9,B,67,2
340314,Bolton Elementary,Forsyth,Winston Salem,"1250 Bolton Street, Winston Salem, NC 27103",-80.2918719,36.0741102,Forsyth County Schools,Bolton Elementary,63.1,D,36.3,4
190308,Bonlee School,Chatham,Bear Creek,"152 Bonlee School Road, Bear Creek, NC 27207",-79.420708,35.644174,Chatham County Schools,Bonlee School,59.1,C,62,2
970308,Boomer-Ferguson Elementary,Wilkes,Boomer,"556 Boomer-Ferguson Sch Rd, Boomer, NC 28606",-81.298392,36.100955,Wilkes County Schools,Boomer-Ferguson Elementary School,63.8,C,61.7,2
430316,Boone Trail Elementary,Harnett,Lillington,"1425 Adcock Road, Lillington, NC 27546",-78.9506556,35.4000394,Harnett County Schools,Boone Trail Elementary,69.3,D,46.7,3
990304,Boonville Elementary,Yadkin,Boonville,"232 East Main Street, Boonville, NC 27011",-80.7049978,36.2326853,Yadkin County Schools,Boonville Elementary,63.3,B,65.8,2
800312,Bostian Elementary,Rowan,China Grove,"4245 Old Beatty Ford Rd, China Grove, NC 28023",-80.54142,35.523075,Rowan-Salisbury Schools,Bostian Elementary,32.4,C,65.9,2
610302,Bowman Middle,Mitchell,Bakersville,"410 S Mitchell Avenue, Bakersville, NC 28705",-82.1557289,36.010437,Mitchell County Schools,Bowman Middle,51.7,C,50.7,3
60S000,Bradford Preparatory School,Mecklenburg,Charlotte,"2502 Salome Church Rd, Charlotte, NC 28262",-80.7213251,35.3456415,Charter Schools,Bradford Preparatory School,5.3,B,69.5,2
650304,Bradley Creek Elementary,New Hanover,Wilmington,"6211 Greenville Loop, Wilmington, NC 28409",-77.845263,34.1976,New Hanover County Schools,Bradley Creek Elementary,52.4,C,66.4,2
530306,Bragg Street Academy,Lee,Sanford,"504 Bragg Street, Sanford, NC 27330",-79.160111,35.480063,aanomatch,aanomatch,,,,
920334,Brassfield Elementary,Wake,Raleigh,"2001 Brassfield Rd, Raleigh, NC 27614",-78.6284377,35.9336419,Wake County Schools,Brassfield Elementary,29.4,B,71.5,2
490308,"Brawley Middle, Mooresville",Iredell,Mooresville,"132 Swift Arrow Drive, Mooresville, NC 28117",-80.8778054,35.5833924,Iredell-Statesville Schools,Brawley Middle,14.9,B,70.5,2
760308,Braxton Craven Middle,Randolph,Trinity,"7037 NC Highway 62, Trinity, NC 27370",-79.9925544,35.8937115,Randolph County Schools,Braxton Craven Middle,46.2,C,67,2
260320,"Brentwood Elementary, Fayetteville",Cumberland,Fayetteville,"1115 Bingham Drive, Fayetteville, NC 28304",-78.9834365,35.0381295,Cumberland County Schools,Brentwood Elementary,77.7,C,56.6,3
920336,"Brentwood Elementary, Raleigh",Wake,Raleigh,"3426 Ingram Dr, Raleigh, NC 27604",-78.597033,35.8299952,Wake County Schools,Brentwood Elementary,74.8,C,50,3
88A000,Brevard Academy,Transylvania,Pisgah Forest,"1110 Hendersonville Highway, Pisgah Forest, NC 28768",-82.6854276,35.2692904,Charter Schools,Brevard Academy,20.9,B,67.5,2
880304,Brevard Elementary,Transylvania,Brevard,"399 Greenville Hwy, Brevard, NC 28712",-82.7218684,35.2253874,Transylvania County Schools,Brevard Elementary,53.5,C,57.1,3
880308,Brevard High,Transylvania,Brevard,"609 N. Country Club Rd, Brevard, NC 28712",-82.7349386,35.2172551,Transylvania County Schools,Brevard High,35.2,B,68.3,2
880312,Brevard Middle,Transylvania,Brevard,"400 Fisher Rd, Brevard, NC 28712",-82.7284763,35.245981,Transylvania County Schools,Brevard Middle,48.8,B,69,2
920340,Briarcliff Elementary,Wake,Cary,"1220 Pond St, Cary, NC 27511",-78.7872044,35.768811,Wake County Schools,Briarcliff Elementary,41,B,71,2
600329,Briarwood Elementary,Mecklenburg,Charlotte,"1001 Wilann Dr, Charlotte, NC 28215",-80.7655207,35.2518088,Charlotte-Mecklenburg Schools,Briarwood Elementary,55.3,C,49.8,3
97D000,Bridges Academy,Wilkes,State Road,"2587 Pleasant Ridge Road, State Road, NC 28676",-80.884614,36.314907,Charter Schools,Bridges Academy,41.6,D,36.3,4
160309,Bridges School,Carteret,Morehead City,"140 Vashti Dr, Morehead City, NC 28557",-76.7904786,34.7382318,aanomatch,aanomatch,,,,
250308,Bridgeton Elementary,Craven,New Bern,"230 Branch Canal Road, New Bern, NC 28560",-77.042144,35.1545883,Craven County Schools,Bridgeton Elementary,69.6,C,48,3
920342,"Brier Creek Elementary, Raleigh",Wake,Raleigh,"9801 Brier Creek Parkway, Raleigh, NC 27617",-78.8045063,35.9011444,Wake County Schools,Brier Creek Elementary,32.3,C,58.4,3
290302,"Brier Creek Elementary, Thomasville",Davidson,Thomasville,"175 Watford Road, Thomasville, NC 27360",-80.087284,35.798359,Davidson County Schools,Brier Creek Elementary,63.4,B,69.6,2
410334,Brightwood Elementary,Guilford,Greensboro,"2001 Brightwood School Road, Greensboro, NC 27405",-79.7515391,36.147817,Guilford County Schools,Brightwood Elementary,70.9,D,40.4,3
250312,Brinson Memorial Elementary,Craven,New Bern,"319 Neuse Forest Avenue, New Bern, NC 28560",-77.0171783,35.0680855,Craven County Schools,Brinson Memorial Elementary,54,C,55.1,3
160311,Broad Creek Middle,Carteret,Newport,"2382 Hwy 24, Newport, NC 28570",-76.9140549,34.7295904,Carteret County Public Schools,Broad Creek Middle,41.4,B,76.5,2
10310,Broadview Middle,Alamance,Burlington,"2229 Broadview Drive, Burlington, NC 27217",-79.3969707,36.0874369,Alamance-Burlington Schools,Broadview Middle,55.3,F,28.1,4
530308,Broadway Elementary,Lee,Broadway,"307 S Main St, Broadway, NC 27505",-79.0527647,35.4522216,Lee County Schools,Broadway Elementary,72.8,C,48.9,3
960312,"Brogden Middle, Dudley",Wayne,Dudley,"3761 US 117 S Alt, Dudley, NC 28333",-78.036535,35.293618,Wayne County Public Schools,Brogden Middle,84.4,F,29.7,4
320306,"Brogden Middle, Durham",Durham,Durham,"1001 Leon Street, Durham, NC 27704",-78.908729,36.0247847,Durham Public Schools,Brogden Middle,74.2,D,40.2,3
960314,Brogden Primary,Wayne,Dudley,"2253 Old Mt Olive Hwy, Dudley, NC 28333",-78.035295,35.273063,Wayne County Public Schools,Brogden Primary,85.4,D,37,4
920344,Brooks Elementary,Wake,Raleigh,"700 Northbrook Drive, Raleigh, NC 27609",-78.6544383,35.8447693,Wake County Schools,Brooks Elementary,38,C,58.9,3
410337,Brooks Global Elementary,Guilford,Greensboro,"1215 Westover Terrace, Greensboro, NC 27408",-79.8144926,36.0874938,Guilford County Schools,Brooks Global Elementary,39.8,B,80.5,1
360340,Brookside Elementary,Gaston,Gastonia,"1925 Auten Rd., Gastonia, NC 28054",-81.1512179,35.2936803,Gaston County Schools,Brookside Elementary,47.4,D,43.2,3
410341,Brown Summit Middle,Guilford,Browns Summit,"4720 NC Highway 150 East, Browns Summit, NC 27214",-79.701931,36.210539,Guilford County Schools,Brown Summit Middle,16.9,A,>95,1
450306,Bruce Drysdale Elementary,Henderson,Hendersonville,"271 Bearcat Blvd., Hendersonville, NC 28792",-82.4609942,35.3223111,Henderson County Schools,Bruce Drysdale Elementary,66.9,C,50.8,3
862308,Bruce H Tharrington Primary,Surry,Mount Airy,"315 Culbert Street, Mount Airy, NC 27030",-80.6019012,36.490373,aanomatch,aanomatch,,,,
600489,Bruns Academy,Mecklenburg,Charlotte,"501 S. Bruns Ave, Charlotte, NC 28208",-80.8648481,35.2391236,Charlotte-Mecklenburg Schools,Bruns Avenue Elementary,75.3,F,20.2,4
340320,Brunson Elementary,Forsyth,Winston Salem,"155 N Hawthorne Road, Winston Salem, NC 27104",-80.2648442,36.0947631,Forsyth County Schools,Brunson Elementary,45,C,66.7,2
100308,Brunswick County Academy,Brunswick,Bolivia,"1109 Old Ocean Highway, Bolivia, NC 28422",-78.2388036,34.0378753,aanomatch,aanomatch,,,,
100307,Brunswick County Early College,Brunswick,Bolivia,"50 College Road NE, Bolivia, NC 28422",-78.2290128,34.038474,Brunswick County Schools,Brunswick County Early College,46.8,A,>95,1
100LEA,Brunswick County Schools,Brunswick,Bolivia,"35 Referendum Drive, Bolivia, NC 28422",-78.1654392,34.0563348,aanomatch,aanomatch,,,,
570306,Brush Creek Elementary,Madison,Marshall,"265 Upper Brush Creek Road, Marshall, NC 28753",-82.7151272,35.8422761,Madison County Schools,Brush Creek Elementary,56.6,B,80.9,1
920349,Bryan Road Elementary,Wake,,,,,Wake County Schools,Bryan Road Elementary,48.8,B,66.9,2
530302,BT Bullock Elementary,Lee,Sanford,"1410 McNeill Road, Sanford, NC 27330",-79.1860668,35.5065323,Lee County Schools,BT Bullock Elementary,73.2,C,58.5,3
920351,Buckhorn Creek Elementary,Wake,,,,,Wake County Schools,Buckhorn Creek Elementary,32.5,C,63.8,2
370304,Buckland Elementary,Gates,Gates,"448 NC 37 North, Gates, NC 27937",-76.759473,36.468814,Gates County Schools,Buckland Elementary,52.4,C,56.5,3
920352,Bugg Elementary,Wake,Raleigh,"825 Cooper Rd, Raleigh, NC 27610",-78.586134,35.7658999,Wake County Schools,Bugg Elementary,81.2,F,21.6,4
430320,Buies Creek Elementary,Harnett,Buies Creek,"340 Main Street, Buies Creek, NC 27506",-78.7363541,35.4119631,Harnett County Schools,Buies Creek Elementary,42.3,C,56.8,3
110LEA,Buncombe County Schools,Buncombe,Asheville,"175 Bingham Road, Asheville, NC 28806",-82.5839146,35.6068121,aanomatch,aanomatch,,,,
180320,Bunker Hill High,Catawba,Claremont,"4675 Oxford School Road, Claremont, NC 28610",-81.119349,35.7540054,Catawba County Schools,Bunker Hill High,50,C,47.4,3
350304,Bunn Elementary,Franklin,Bunn,"686 Bunn Elem School Road, Bunn, NC 27508",-78.2637315,35.9413066,Franklin County Schools,Bunn Elementary,71,C,62.2,2
350308,Bunn High,Franklin,Bunn,"29 Bunn Elem School Road, Bunn, NC 27508",-78.2499969,35.9539381,Franklin County Schools,Bunn High,53.1,B,56,3
350310,Bunn Middle,Franklin,Bunn,"4742 NC 39 Hwy S, Bunn, NC 27508",-78.2638106,35.9748707,Franklin County Schools,Bunn Middle,62.9,C,56.4,3
710312,Burgaw Elementary,Pender,Burgaw,"400 North Wright Street, Burgaw, NC 28425",-77.928072,34.556515,Pender County Schools,Burgaw Elementary,90.6,C,50,3
710316,Burgaw Middle,Pender,Burgaw,"500 South Wright Street, Burgaw, NC 28425",-77.9245567,34.5450238,Pender County Schools,Burgaw Middle,88.3,C,52.9,3
120LEA,Burke County Schools,Burke,Morganton,"700 East Parker Road, Morganton, NC 28655",-81.649227,35.7261084,aanomatch,aanomatch,,,,
120310,Burke Middle College,Burke,Morganton,"1001 Burkemont Ave, Morganton, NC 28655",-81.6933526,35.7224938,aanomatch,aanomatch,,,,
230312,Burns High,Cleveland,Lawndale,"307 E Stagecoach Trail, Lawndale, NC 28090",-81.5324944,35.4193649,Cleveland County Schools,Burns High,49.3,C,44.4,3
230316,Burns Middle,Cleveland,Lawndale,"215 Shady Grove Road, Lawndale, NC 28090",-81.5394336,35.4258329,Cleveland County Schools,Burns Middle,59.4,B,65.9,2
995312,Burnsville Elementary,Yancey,Burnsville,"395 Burnsville School Road, Burnsville, NC 28714",-82.2580444,35.917422,Yancey County Schools,Burnsville Elementary,61.5,C,55.4,3
320308,Burton Elementary,Durham,Durham,"1500 Mathison Avenue, Durham, NC 27701",-78.887671,35.979199,Durham Public Schools,Burton Elementary,58.8,C,57.5,3
821304,Butler Avenue Elementary,Sampson,Clinton,"301 Butler Ave, Clinton, NC 28328",-78.317783,34.988611,Clinton City Schools,Butler Avenue Elementary,73.7,C,61.1,2
600361,Butler High,Mecklenburg,Matthews,"1810 Matthews-Mint Hill Rd, Matthews, NC 28105",-80.691217,35.120552,Charlotte-Mecklenburg Schools,Butler High,38.9,B,62.8,2
390311,Butner-Stem Elementary,Granville,Butner,"201 East D St, Butner, NC 27509",-78.7581486,36.1371437,Granville County Schools,Butner-Stem Elementary,72,D,43.3,3
