code,name,county,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
740376,Pactolus,Pitt,Greenville,"3405 Yankee Hall Rd, Greenville, NC 27834",-77.2228218,35.6226599,Pitt County Schools,68.8,C,50.1,3
660308,Conway Middle,Northampton,Conway,"400 East Main Street, Conway, NC 27820",-77.2238997,36.4382772,Northampton County Schools,64.5,F,23.9,4
520304,Pollocksville Elementary,Jones,Pollocksville,"300 Trent St, Pollocksville, NC 28573",-77.225621,35.004931,Jones County Schools,65.6,C,55.7,3
520328,Maysville Elementary,Jones,Maysville,"814 Sixth Street, Maysville, NC 28555",-77.236835,34.9053169,Jones County Schools,73,C,59.9,3
580316,South Creek Elementary,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871",-77.243127,35.823213,Martin County Schools,64.8,F,33.1,4
580344,South Creek Middle/High,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871",-77.243593,35.856241,Martin County Schools,52.5,D,29.6,4
740396,Stokes,Pitt,Stokes,"2683 NC 903 North, Stokes, NC 27884",-77.269301,35.714926,Pitt County Schools,55.6,C,54.3,3
740332,Chicod,Pitt,Greenville,"3833 Stokestown-St. John Road, Greenville, NC 27858",-77.2713726,35.4651896,Pitt County Schools,33,B,78.9,2
740362,Hope Middle,Pitt,Greenville,"2995 Mills Road, Greenville, NC 27858",-77.2828849,35.5132092,Pitt County Schools,25.9,A,81.5,1
250350,James W Smith Elementary,Craven,Cove City,"150 Koonce Town Road, Cove City, NC 28523",-77.2881708,35.2512442,Craven County Schools,74.4,C,54.8,3
670330,Morton Elementary,Onslow,Jacksonville,"485 Old 30 Road, Jacksonville, NC 28546",-77.309105,34.7707369,Onslow County Schools,58.9,C,55,3
740333,D H Conley High,Pitt,Greenville,"2006 Worthington Rd, Greenville, NC 27858",-77.324338,35.530176,Pitt County Schools,28.9,B,60.6,2
520320,Jones Senior High,Jones,Trenton,"1490 Hwy 58 South, Trenton, NC 28585",-77.3340229,35.0332811,Jones County Schools,64.7,B,47.2,3
670322,Hunters Creek Middle,Onslow,Jacksonville,"4040 Hunters Trail, Jacksonville, NC 28546",-77.3351971,34.7421965,Onslow County Schools,56.3,D,47.2,3
670321,Hunters Creek Elementary,Onslow,Jacksonville,"3450 Hunters Trail, Jacksonville, NC 28546",-77.337622,34.740223,Onslow County Schools,66.1,C,42,3
740336,Eastern Elementary,Pitt,Greenville,"1700 Cedar Ln, Greenville, NC 27858",-77.34353,35.596294,Pitt County Schools,59.8,C,60.9,2
520336,Trenton Elementary,Jones,Trenton,"188 Elementary Sch Lane, Trenton, NC 28585",-77.3463628,35.0663688,Jones County Schools,79.1,C,63.2,2
520324,Jones Middle,Jones,Trenton,"190 Old New Bern Rd, Trenton, NC 28585",-77.3477866,35.0670396,Jones County Schools,70.3,C,58.2,3
740400,Wahl Coates Elementary,Pitt,Greenville,"2200 E 5th St, Greenville, NC 27858",-77.348248,35.605798,Pitt County Schools,78.6,D,42.6,3
670364,White Oak High,Onslow,Jacksonville,"1001 Piney Green Rd, Jacksonville, NC 28546",-77.3487854,34.7691738,Onslow County Schools,47.3,B,56,3
74B000,Ignite Innovation Academy - Pitt,Pitt,Greenville,"901 Staton Rd, Suite 204, Greenville, NC 27834",-77.3517483,35.652919,Charter Schools,47.8,F,18.6,5
740404,Wintergreen Intermediate,Pitt,Greenville,"4720 County Home Rd, Greenville, NC 27858",-77.3530376,35.5446879,Pitt County Schools,36.2,B,79.6,2
740337,E B Aycock Middle,Pitt,Greenville,"1325 Red Banks Road, Greenville, NC 27858",-77.3538877,35.586885,Pitt County Schools,70.8,C,49.5,3
740324,C M Eppes Middle,Pitt,Greenville,"1100 South Elm Street, Greenville, NC 27858",-77.361208,35.599343,Pitt County Schools,76.6,D,43.4,3
740338,Elmhurst Elementary,Pitt,Greenville,"1815 W Berkley Rd, Greenville, NC 27858",-77.3630786,35.5957466,Pitt County Schools,59.2,C,49.2,3
740402,Wellcome Middle,Pitt,Greenville,"3101 N Memorial Drive, Greenville, NC 27834",-77.363493,35.668074,Pitt County Schools,73.4,C,53.4,3
740374,North Pitt High,Pitt,Bethel,"5659 NC 11 North, Bethel, NC 27812",-77.3636,35.747459,Pitt County Schools,61.3,C,43.3,3
74C000,Winterville Charter Academy,Pitt,Winterville,"4160 Bayswater Road, Winterville, NC 28590",-77.3673899,35.5527762,Charter Schools,53.7,C,59.4,3
740320,Bethel Elementary,Pitt,Bethel,"152 E. Washington Street, Bethel, NC 27812",-77.370229,35.806211,Pitt County Schools,71.9,C,51.9,3
740378,Vidant Health,Pitt,Greenville,"400 Spruce Street, Greenville, NC 27834",-77.3840456,35.6087744,Pitt County Schools,65.4,F,11.8,5
740366,Junius H Rose High,Pitt,Greenville,"600 W Arlington Blvd, Greenville, NC 27834",-77.384128,35.593733,Pitt County Schools,47.9,C,52,3
670300,Onslow Early College,Onslow,Jacksonville,"444 Western Blvd, Jacksonville, NC 28546",-77.3844337,34.7702163,Onslow County Schools,31.7,A,>95,1
74Z000,ECU Community School,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Lab Schools,52.6,F,6.8,5
740390,South Greenville Elementary,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Pitt County Schools,90.8,F,21.3,4
670333,Northside High,Onslow,Jacksonville,"365 Commons Drive South, Jacksonville, NC 28546",-77.3887867,34.7915317,Onslow County Schools,51,B,51.7,3
670325,Jacksonville Commons Middle,Onslow,Jacksonville,"315 Commons Drive South, Jacksonville, NC 28546",-77.3914313,34.7905647,Onslow County Schools,63.5,C,50.9,3
670304,Bell Fork Elementary,Onslow,Jacksonville,"500 Bell Fork Rd, Jacksonville, NC 28540",-77.3923466,34.7528958,Onslow County Schools,69.8,C,57.3,3
670323,Jacksonville Commons Elem,Onslow,Jacksonville,"1121 Commons Drive North, Jacksonville, NC 28546",-77.3932777,34.7935997,Onslow County Schools,68.2,C,50.6,3
740380,W H Robinson Elementary,Pitt,Winterville,"2439 Railroad Street, Winterville, NC 28590",-77.399024,35.533956,Pitt County Schools,54.1,B,65.8,2
740302,A G Cox Middle,Pitt,Winterville,"2657 Church Street, Winterville, NC 28590",-77.400482,35.524348,Pitt County Schools,48.9,C,60.7,2
740500,Early College High School,Pitt,Winterville,"Pitt Community College, 1959 Warren Drive, Winterville, NC 28590",-77.4064334,35.5484627,Pitt County Schools,44.2,A,84.4,1
670310,Carolina Forest Elementary,Onslow,Jacksonville,"141 Carolina Forest Boulevard, Jacksonville, NC 28546",-77.409274,34.811427,Onslow County Schools,39.7,C,65.1,2
670312,Clyde Erwin Elementary,Onslow,Jacksonville,"323 New River Dr, Jacksonville, NC 28540",-77.412415,34.7559065,Onslow County Schools,73.3,D,36.6,4
67B000,Z.E.C.A. School of Arts and Technology,Onslow,Jacksonville,"1249 Hargett Street, Jacksonville, NC 28540",-77.4125728,34.752111,Charter Schools,77,F,25.9,4
740310,Belvoir Elementary,Pitt,Greenville,"2568 NC 33 West, Greenville, NC 27834",-77.41742,35.668157,Pitt County Schools,75.2,D,42.2,3
740368,Lakeforest Elementary,Pitt,Greenville,"3300 Briarcliff Drive, Greenville, NC 27834",-77.4209273,35.5921482,Pitt County Schools,74.4,D,43.2,3
740330,Creekside Elementary,Pitt,Winterville,"431 Forlines Road, Winterville, NC 28590",-77.421865,35.535824,Pitt County Schools,59.8,C,52.4,3
670331,New Bridge Middle,Onslow,Jacksonville,"401 New Bridge Street, Jacksonville, NC 28540",-77.426257,34.751447,Onslow County Schools,43.8,B,69.2,2
670324,Jacksonville High,Onslow,Jacksonville,"1021 Henderson Dr, Jacksonville, NC 28540",-77.4264117,34.78365,Onslow County Schools,47,B,49.6,3
670332,Northwoods Elementary,Onslow,Jacksonville,"617 Henderson Dr, Jacksonville, NC 28540",-77.4273565,34.7722872,Onslow County Schools,72.2,C,47.6,3
420316,Scotland Neck Elementary Leadership Acad,Halifax,Scotland Neck,"901 Junior High School Road, Scotland Neck, NC 27874",-77.4281162,36.1269172,Halifax County Schools,76.6,F,29.8,4
740379,Ridgewood Elementary,Pitt,Winterville,"3601 South Bend Dr, Winterville, NC 28590",-77.428278,35.563716,Pitt County Schools,44.7,B,69.7,2
740388,South Central,Pitt,Winterville,"570 W Forlines Road, Winterville, NC 28590",-77.429439,35.542228,Pitt County Schools,53.4,C,46.5,3
740309,Ayden-Grifton High,Pitt,Ayden,"7653 NC 11 South, Ayden, NC 28513",-77.4312013,35.4302132,Pitt County Schools,62,C,36.9,4
740304,Ayden Elementary,Pitt,Ayden,"187 Third Street, Ayden, NC 28513",-77.4319198,35.4751441,Pitt County Schools,65.6,C,50,3
740352,Grifton,Pitt,Grifton,"513 E McCrae St, Grifton, NC 28530",-77.4319478,35.3722711,Pitt County Schools,70.6,D,43.6,3
660306,Central Elementary,Northampton,Jackson,"9742 NC Hwy 305, Jackson, NC 27845",-77.434285,36.418549,Northampton County Schools,75.8,D,46.3,3
740308,Ayden Middle,Pitt,Ayden,"192 Third St, Ayden, NC 28513",-77.4345187,35.4712602,Pitt County Schools,56.5,C,58.8,3
670318,Dixon Middle,Onslow,Sneads Ferry,"118 Ridgefield Ave, Sneads Ferry, NC 28460",-77.4359413,34.5429899,Onslow County Schools,40.6,C,58.4,3
670336,Northwoods Park Middle,Onslow,Jacksonville,"904 Sioux Dr, Jacksonville, NC 28540",-77.43777,34.772811,Onslow County Schools,55.4,C,53,3
670338,Parkwood Elementary,Onslow,Jacksonville,"2900 Northwoods Dr, Jacksonville, NC 28540",-77.4407359,34.7802302,Onslow County Schools,48.1,B,66.1,2
670314,Dixon Elementary,Onslow,Holly Ridge,"130 Betty Dixon Rd, Holly Ridge, NC 28445",-77.4448989,34.5589316,Onslow County Schools,33.8,B,74.6,2
670346,Summersill Elementary,Onslow,Jacksonville,"250 Summersill School Road, Jacksonville, NC 28540",-77.4667015,34.8129956,Onslow County Schools,63.6,C,58.8,3
670345,Southwest Middle,Onslow,Jacksonville,"3000 Furia Dr, Jacksonville, NC 28540",-77.477832,34.741087,Onslow County Schools,61.4,C,49.5,3
670308,Blue Creek Elementary,Onslow,Jacksonville,"1260 Burgaw Hwy, Jacksonville, NC 28540",-77.4779123,34.7533537,Onslow County Schools,62.1,D,44.4,3
740375,Northwest Elementary,Pitt,Greenville,"1471 Holland Road, Greenville, NC 27834",-77.4779948,35.737998,Pitt County Schools,77.8,D,35.3,4
670320,Dixon High,Onslow,Holly Ridge,"160 Dixon School Rd, Holly Ridge, NC 28445",-77.4799947,34.5846325,Onslow County Schools,36.7,B,62.3,2
670347,Stateside Elementary,Onslow,Jacksonville,"132 Stateside Blvd, Jacksonville, NC 28546",-77.4805042,34.8558591,Onslow County Schools,42.9,C,52.3,3
670344,Southwest High,Onslow,Jacksonville,"1420 Burgaw Hwy, Jacksonville, NC 28540",-77.4826176,34.7501974,Onslow County Schools,54.1,C,50.3,3
740334,Falkland Elementary,Pitt,Greenville,"503 NC 121, Greenville, NC 27834",-77.486723,35.669671,Pitt County Schools,78.7,D,35.1,4
520308,Comfort Elementary,Jones,Comfort,"4384 Hwy 41 West, Comfort, NC 28522",-77.5120497,35.0075269,Jones County Schools,71.2,C,55.8,3
540308,Contentnea-Savannah School,Lenoir,Kinston,"3400 Ferrell Road, Kinston, NC 28501",-77.5211855,35.3200449,Lenoir County Public Schools,72.5,C,48.7,3
330344,W A Pattillo Middle,Edgecombe,Tarboro,"501 East Ave, Tarboro, NC 27886",-77.5238509,35.902929,Edgecombe County Public School,65.3,D,32.4,4
670329,Meadow View Elementary,Onslow,Jacksonville,"1026 Fire Tower Rd, Jacksonville, NC 28540",-77.5247023,34.7711276,Onslow County Schools,56,C,50.4,3
670343,Southwest Elementary,Onslow,Jacksonville,"2601 Burgaw Hwy, Jacksonville, NC 28540",-77.5262869,34.733075,Onslow County Schools,53.9,C,54.9,3
330334,Princeville Elementary,Edgecombe,Tarboro,"710 Panola Street, Tarboro, NC 27886",-77.5328765,35.9017803,Edgecombe County Public School,71.7,D,31.9,4
330360,Martin Millennium Academy,Edgecombe,Tarboro,"400 E Johnston St, Tarboro, NC 27886",-77.53671,35.9074529,Edgecombe County Public School,44.3,C,44.8,3
670356,Trexler Middle,Onslow,Richlands,"112 East Foy Street, Richlands, NC 28574",-77.5401126,34.8987222,Onslow County Schools,51.4,C,54.3,3
670339,Richlands Elementary,Onslow,Richlands,"110 E Foy Street, Richlands, NC 28574",-77.540591,34.8999809,Onslow County Schools,53,C,50.4,3
670340,Richlands High,Onslow,Richlands,"8100 Richlands Hwy, Richlands, NC 28574",-77.5440289,34.8917066,Onslow County Schools,42.9,B,53.9,3
670337,Heritage Elementary School,Onslow,Richlands,"7444 Richlands Highway, Richlands, NC 28574",-77.5441184,34.8870773,Onslow County Schools,50.5,D,49,3
420358,Southeast Halifax Collegiate Prep Academ,Halifax,Halifax,"16683 Hwy 125, Halifax, NC 27839",-77.5507677,36.2193662,Halifax County Schools,64.2,D,11.2,5
330354,Stocks Elementary,Edgecombe,Tarboro,"400 Hope Lodge Street, Tarboro, NC 27886",-77.5518214,35.9110179,Edgecombe County Public School,66.2,F,27.9,4
330358,Tarboro High,Edgecombe,Tarboro,"1400 Howard Avenue, Tarboro, NC 27886",-77.559107,35.9020577,Edgecombe County Public School,48.9,D,28.7,4
540330,Rochelle Middle,Lenoir,Kinston,"301 N Rochelle Blvd, Kinston, NC 28501",-77.561315,35.2629181,Lenoir County Public Schools,91.6,F,26.4,4
540325,Northeast Elementary,Lenoir,Kinston,"1002 E Highland Ave, Kinston, NC 28501",-77.5621283,35.2813382,Lenoir County Public Schools,93.7,D,31.5,4
540340,Southwood Elementary,Lenoir,Kinston,"1245 Hwy 58 South, Kinston, NC 28504",-77.564869,35.208074,Lenoir County Public Schools,61.2,C,56.7,3
54A000,Children's Village Academy,Lenoir,Kinston,"701 North Adkin Street, Kinston, NC 28501",-77.5671434,35.2667229,Charter Schools,91.3,F,27.8,4
740344,Farmville Central High,Pitt,Farmville,"3308 E Wilson Street, Farmville, NC 27828",-77.5688377,35.5941998,Pitt County Schools,49.9,C,44.3,3
540317,Lenoir County Early College High,Lenoir,Kinston,"231 Hwy 58 South, Kinston, NC 28502",-77.5710848,35.2338387,Lenoir County Public Schools,55.4,A,89.2,1
540338,Southeast Elementary,Lenoir,Kinston,"201 McDaniels Street, Kinston, NC 28501",-77.571454,35.257961,Lenoir County Public Schools,>95,D,36.9,4
330326,Edgecombe Early College High,Edgecombe,Tarboro,"2009 West Wilson St, Tarboro, NC 27886",-77.572197,35.879087,Edgecombe County Public School,24.6,A,85,1
740340,Farmville Middle,Pitt,Farmville,"3914 Grimmersburg Street, Farmville, NC 27828",-77.5732292,35.5936426,Pitt County Schools,57.9,C,48.2,3
540315,Kinston High,Lenoir,Kinston,"2601 N Queen St, Kinston, NC 28501",-77.575268,35.2956029,Lenoir County Public Schools,86,D,27.1,4
740386,Sam D Bundy Elementary,Pitt,Farmville,"3994 Grimmersburg Street, Farmville, NC 27828",-77.5756502,35.594964,Pitt County Schools,56.2,C,48.4,3
33A000,North East Carolina Prep,Edgecombe,Tarboro,"274 Husky Trail, Tarboro, NC 27886",-77.5805893,35.8918605,Charter Schools,61.2,C,45.5,3
330328,North Edgecombe High,Edgecombe,Tarboro,"7589 NC 33-NW, Tarboro, NC 27886",-77.5835479,35.989652,Edgecombe County Public School,55.5,C,33.6,4
422318,Weldon Middle,Halifax,Halifax,"4489 Highway 301, Halifax, NC 27839",-77.5894446,36.3683802,Weldon City Schools,70.9,D,34.9,4
422314,Weldon Elementary Global Academy,Halifax,Weldon,"805 Washington Ave, Weldon, NC 27890",-77.6005263,36.4210276,Weldon City Schools,71.3,F,25.2,4
540326,Northwest Elementary,Lenoir,Kinston,"1701 Old Well Rd, Kinston, NC 28504",-77.6033103,35.2783438,Lenoir County Public Schools,82,D,41.5,3
330312,Coker-Wimberly Elementary,Edgecombe,Battleboro,"1619 NC 97 West, Battleboro, NC 27809",-77.6042147,35.9769077,Edgecombe County Public School,61.2,D,32,4
422315,Weldon STEM High School Career Academies,Halifax,Weldon,"415 County Road, Weldon, NC 27890",-77.6108078,36.4131869,Weldon City Schools,63.7,D,12.4,5
422310,Roanoke Valley Early College,Halifax,Weldon,"100 College Dr, 600 Building, Weldon, NC 27890",-77.6176477,36.4281834,Weldon City Schools,30,B,61,2
330308,G W Carver Elementary,Edgecombe,Pinetops,"700 East Hamlet Street, Pinetops, NC 27864",-77.6307473,35.787811,Edgecombe County Public School,50.1,C,46.9,3
540344,Woodington Middle,Lenoir,Kinston,"4939 Hwy 258 South, Kinston, NC 28504",-77.633921,35.15916,Lenoir County Public Schools,61.3,C,53.2,3
710323,North Topsail Elementary,Pender,Hampstead,"1310 Sloop Point Loop Road, Hampstead, NC 28443",-77.6361614,34.3993933,Pender County Schools,34.9,B,76.1,2
66A000,KIPP Gaston College Preparatory,Northampton,Gaston,"320 Pleasant Hill Road, Gaston, NC 27832",-77.640179,36.504154,Charter Schools,43,C,53.4,3
421328,Manning Elementary School,Halifax,Roanoke Rapids,"940 Park Avenue, Roanoke Rapids, NC 27870",-77.642612,36.4520952,Roanoke Rapids City Schools,62.8,C,59.3,3
330340,South Edgecombe Middle,Edgecombe,Pinetops,"230 Pinetops-Crisp Road, Pinetops, NC 27864",-77.643968,35.778073,Edgecombe County Public School,46.6,D,36.4,4
660320,Gaston Elementary,Northampton,Gaston,"400 Broughton Street, Gaston, NC 27832",-77.6512038,36.507984,Northampton County Schools,74.1,D,43.6,3
660325,Gaston Middle,Northampton,Gaston,"400 Broughton Street, Gaston, NC 27832",-77.6512038,36.507984,Northampton County Schools,69.3,F,28.1,4
660336,Northampton County High School,Northampton,Gaston,"152 Hurricane Drive, Gaston, NC 27832",-77.652447,36.5108559,Northampton County Schools,63.8,D,7,5
421336,Roanoke Rapids Early College High,Halifax,Roanoke Rapids,"800 Hamilton Street, Roanoke Rapids, NC 27870",-77.6538362,36.4588878,Roanoke Rapids City Schools,51.4,C,59.2,3
421316,Roanoke Rapids High School,Halifax,Roanoke Rapids,"800 Hamilton Street, Roanoke Rapids, NC 27870",-77.6538362,36.4588878,Roanoke Rapids City Schools,52.8,C,43.1,3
330350,SouthWest Edgecombe High,Edgecombe,Pinetops,"5912 NC 43 North, Pinetops, NC 27864",-77.657896,35.8366548,Edgecombe County Public School,41.8,D,33.4,4
421306,Chaloner Middle School,Halifax,Roanoke Rapids,"2100 Virginia Avenue, Roanoke Rapids, NC 27870",-77.6596078,36.4410516,Roanoke Rapids City Schools,64.8,C,57.1,3
660400,Northampton Early College,Northampton,Gaston,"4671 NC 46 HWY West, Gaston, NC 27832",-77.6653674,36.5055166,Northampton County Schools,33.1,B,64.8,2
400318,Greene County Intermediate,Greene,Snow Hill,"614 Middle School Road, Snow Hill, NC 28580",-77.6666262,35.491468,Greene County Schools,72.9,C,44.3,3
400312,Greene County Middle,Greene,Snow Hill,"485 Middle School Road, Snow Hill, NC 28580",-77.669652,35.4911521,Greene County Schools,70.1,D,38.5,4
400308,Greene Central High,Greene,Snow Hill,"140 School Drive, Snow Hill, NC 28580",-77.6703486,35.479783,Greene County Schools,64.9,C,38,4
400315,Greene Early College High,Greene,Snow Hill,"818 Highway 91, Snow Hill, NC 28580",-77.6705375,35.4759141,Greene County Schools,56.7,A,87.5,1
421304,Belmont Elementary School,Halifax,Roanoke Rapids,"1517 Bolling Road, Roanoke Rapids, NC 27870",-77.674563,36.464829,Roanoke Rapids City Schools,80.4,C,42.8,3
540324,North Lenoir High,Lenoir,La Grange,"2400 Institute Road, La Grange, NC 28551",-77.678258,35.341328,Lenoir County Public Schools,60.7,C,36.3,4
710344,Topsail Elementary,Pender,Hampstead,"17385 US Hwy 17, Hampstead, NC 28443",-77.679578,34.396447,Pender County Schools,22.8,A,83.6,1
540304,Banks Elementary,Lenoir,Kinston,"2148 Falling Creek Rd, Kinston, NC 28504",-77.6799582,35.2807256,Lenoir County Public Schools,55.3,C,59.6,3
42A000,KIPP Halifax College Prep,Halifax,Halifax,"9986 Hwy 903, Halifax, NC 27839",-77.6812959,36.3675464,Charter Schools,61.2,D,44.4,3
710342,Topsail High,Pender,Hampstead,"245 St. Johns Church Road, Hampstead, NC 28443",-77.681496,34.3954802,Pender County Schools,29,B,68.4,2
330332,Phillips Middle,Edgecombe,Battleboro,"4371 Battleboro-Leggett Road, Battleboro, NC 27809",-77.685968,36.001686,Edgecombe County Public School,64.9,F,19.8,5
400332,West Greene Elementary,Greene,Snow Hill,"303 Kingold Boulevard, Snow Hill, NC 28580",-77.6864488,35.4539507,Greene County Schools,76.1,D,43.3,3
420340,Inborden Elementary S.T.E.A.M. Academy,Halifax,Enfield,"13587 Hwy 481, Enfield, NC 27823",-77.6952275,36.1784568,Halifax County Schools,73.5,C,41.1,3
420324,Enfield Middle S.T.E.A.M. Academy,Halifax,Enfield,"13723 Hwy 481, Enfield, NC 27823",-77.6973623,36.1785217,Halifax County Schools,72,D,32.8,4
540336,South Lenoir High,Lenoir,Deep Run,"3355 Old Hwy 11 South, Deep Run, NC 28525",-77.704149,35.146012,Lenoir County Public Schools,51.4,B,51.1,3
